sourceName,sourceVersion,device,type,unit,creationDate,startDate,endDate,value
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 09:33:40 +0100,2017-12-23 09:07:45 +0100,2017-12-23 09:13:55 +0100,0.0036
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 10:49:15 +0100,2017-12-23 10:17:03 +0100,2017-12-23 10:23:21 +0100,0.00525
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 12:23:23 +0100,2017-12-23 10:45:13 +0100,2017-12-23 10:51:26 +0100,0.01022
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 12:23:23 +0100,2017-12-23 10:51:26 +0100,2017-12-23 10:57:19 +0100,0.01842
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 14:37:35 +0100,2017-12-23 13:06:37 +0100,2017-12-23 13:13:41 +0100,0.01473
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 14:37:35 +0100,2017-12-23 13:36:11 +0100,2017-12-23 13:43:10 +0100,0.01208
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 14:37:35 +0100,2017-12-23 13:52:19 +0100,2017-12-23 14:01:47 +0100,0.018
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 14:37:35 +0100,2017-12-23 14:01:47 +0100,2017-12-23 14:10:52 +0100,0.02416
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 14:37:35 +0100,2017-12-23 14:10:52 +0100,2017-12-23 14:18:38 +0100,0.00963
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 15:22:53 +0100,2017-12-23 14:49:45 +0100,2017-12-23 14:56:34 +0100,0.01917
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 15:53:28 +0100,2017-12-23 15:14:07 +0100,2017-12-23 15:22:15 +0100,0.02947
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 16:52:15 +0100,2017-12-23 16:22:40 +0100,2017-12-23 16:31:54 +0100,0.01877
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 16:52:15 +0100,2017-12-23 16:31:54 +0100,2017-12-23 16:40:01 +0100,0.09535
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 18:49:39 +0100,2017-12-23 16:57:24 +0100,2017-12-23 17:07:22 +0100,0.13466
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 18:49:39 +0100,2017-12-23 17:07:22 +0100,2017-12-23 17:16:14 +0100,0.19127
"iPhone","11.2","<<HKDevice: 0x283754690>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone10,1, software:11.2>","DistanceWalkingRunning","km",2017-12-23 18:49:39 +0100,2017-12-23 17:16:14 +0100,2017-12-23 17:26:14 +0100,0.11085
